root,arabic,count,n_lemmas,top_lemmas,pos_distribution,cluster_id,cluster_name,n_surahs,meccan_share,top_co_roots,is_bridge,n_neighbor_clusters,notable
Etq,عتق,2,1,Eatiyq (عَتِيق) x2,ADJ: 100%,127,,1,0.0,byt (بيت) x2,False,1,rare (2 occ.); confined to 1 surah
wvn,وثن,3,1,>awova`n (أَوْثَٰن) x3,N: 100%,8,Allegiance & the Object of Worship,2,0.667,Alh (اله) x3; End (عند) x2; qwl (قول) x2; dwn (دون) x2,False,3,noun-only; rare (3 occ.); in named cluster: Allegiance & the Object of Worship
sHq,سحق,2,2,saHiyq (سَحِيق) x1; suHoq (سُحْق) x1,"ADJ: 50%, N: 50%",554,,2,0.5,,False,0,rare (2 occ.)
wjb,وجب,1,1,wajabato (وَجَبَتْ) x1,V: 100%,618,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
Err,عرر,2,2,muEotar~ (مُعْتَرّ) x1; m~aEar~ap (مَّعَرَّة) x1,N: 100%,8,Allegiance & the Object of Worship,2,0.0,Alh (اله) x2,False,1,noun-only; rare (2 occ.); in named cluster: Allegiance & the Object of Worship
hdm,هدم,1,1,hud~imato (هُدِّمَتْ) x1,V: 100%,340,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
SmE,صمع,1,1,Sawa`miE (صَوَٰمِع) x1,N: 100%,215,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
bAr,بار,1,1,bi}or (بِئْر) x1,N: 100%,241,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
ETl,عطل,2,2,m~uEaT~alap (مُّعَطَّلَة) x1; EuT~ilato (عُطِّلَتْ) x1,"N: 50%, V: 50%",117,,2,0.5,,False,0,rare (2 occ.)
Eqm,عقم,4,1,Eaqiym (عَقِيم) x4,"ADJ: 75%, N: 25%",139,,3,0.75,,False,0,rare (4 occ.)
sTw,سطو,1,1,yasoTu (يَسْطُ) x1,V: 100%,556,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
*bb,ذبب,2,1,*ubaAb (ذُبَاب) x2,N: 100%,50,,1,0.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
slb,سلب,1,1,yasolubo (يَسْلُبْ) x1,V: 100%,572,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
sll,سلل,3,2,sula`lap (سُلَٰلَة) x2; yatasal~alu (يَتَسَلَّلُ) x1,"N: 67%, V: 33%",44,,3,0.667,jEl (جعل) x2,False,1,rare (3 occ.)
fkh,فكه,19,5,fa`kihap (فَٰكِهَة) x11; fawa`kih (فَوَٰكِه) x3; fa`kihiyn (فَٰكِهِين) x3,"N: 95%, V: 5%",11,Vegetative Signs / Reflective Gaze,12,0.842,kvr (كثر) x4; nxl (نخل) x3; dEw (دعو) x3; Akl (اكل) x2; jnn (جنن) x2,True,7,bridge (7 clusters); in named cluster: Vegetative Signs / Reflective Gaze
dhn,دهن,5,4,yudohinu (يُدْهِنُ) x2; d~uhon (دُّهْن) x1; d~ihaAn (دِّهَان) x1,"N: 60%, V: 40%",277,,4,0.8,,False,0,rare (5 occ.)
gvw,غثو,2,1,guvaA^' (غُثَا^ء) x2,N: 100%,44,,2,1.0,jEl (جعل) x2,False,1,noun-only; rare (2 occ.)
wtr,وتر,3,3,tatoraA (تَتْرَا) x1; yatira (يَتِرَ) x1; wator (وَتْر) x1,"N: 67%, V: 33%",630,,3,0.667,,False,0,rare (3 occ.)
nkb,نكب,2,2,na`kibuwn (نَٰكِبُون) x1; manaAkib (مَنَاكِب) x1,N: 100%,472,,2,1.0,,False,0,noun-only; rare (2 occ.)
ljj,لجج,4,3,l~aj~u (لَّجُّ) x2; l~uj~iY~ (لُّجِّىّ) x1; luj~ap (لُجَّة) x1,"V: 50%, ADJ: 25%",8,Allegiance & the Object of Worship,4,0.75,k$f (كشف) x2; Alh (اله) x2; Zlm (ظلم) x2; rAy (راي) x2,False,3,rare (4 occ.); in named cluster: Allegiance & the Object of Worship
hmz,همز,3,3,hamaza`t (هَمَزَٰت) x1; ham~aAz (هَمَّاز) x1; humazap (هُمَزَة) x1,"N: 67%, ADJ: 33%",347,,3,1.0,,False,0,rare (3 occ.)
nsb,نسب,3,1,nasab (نَسَب) x3,N: 100%,44,,3,1.0,byn (بين) x2; jEl (جعل) x2,False,2,noun-only; rare (3 occ.)
lfH,لفح,1,1,talofaHu (تَلْفَحُ) x1,V: 100%,419,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
klH,كلح,1,1,ka`liHuwn (كَٰلِحُون) x1,N: 100%,400,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ebv,عبث,2,2,Eabav (عَبَث) x1; taEobavu (تَعْبَثُ) x1,"N: 50%, V: 50%",122,,2,1.0,,False,0,rare (2 occ.)
gDD,غضض,4,1,yaguD~u (يَغُضُّ) x4,V: 100%,169,,3,0.25,Alh (اله) x3; Amn (امن) x2; HfZ (حفظ) x2; bSr (بصر) x2; frj (فرج) x2,True,5,verb-only; rare (4 occ.); bridge (5 clusters)
jyb,جيب,3,1,jayob (جَيْب) x3,N: 100%,107,,3,0.667,gyr (غير) x3; byD (بيض) x2; fsq (فسق) x2; kwn (كون) x2; qwm (قوم) x2,True,7,noun-only; rare (3 occ.); bridge (7 clusters)
Ewr,عور,4,1,Eaworap (عَوْرَة) x4,N: 100%,151,,2,0.0,Alh (اله) x2; Amn (امن) x2; Elm (علم) x2; Zhr (ظهر) x2; mlk (ملك) x2,True,7,noun-only; rare (4 occ.); bridge (7 clusters)
Aym,ايم,1,1,>aya`maY` (أَيَٰمَىٰ) x1,N: 100%,98,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
zjj,زجج,2,1,zujaAjap (زُجَاجَة) x2,N: 100%,659,,1,0.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
wdq,ودق,2,1,wadoq (وَدْق) x2,N: 100%,75,Witnessing the Visible Sign,2,0.5,$yA (شيا) x2; Alh (اله) x2; Swb (صوب) x2; jEl (جعل) x2; rAy (راي) x2,True,5,noun-only; rare (2 occ.); bridge (5 clusters); in named cluster: Witnessing the Visible Sign
*En,ذعن,1,1,mu*oEiniyn (مُذْعِنِين) x1,N: 100%,48,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hyf,حيف,1,1,yaHiyfa (يَحِيفَ) x1,V: 100%,198,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
lw*,لوذ,1,1,liwaA* (لِوَاذ) x1,N: 100%,429,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
hbw,هبو,2,1,habaA^' (هَبَا^ء) x2,N: 100%,337,,2,1.0,,False,0,noun-only; rare (2 occ.)
nvr,نثر,3,2,m~anvuwr (مَّنثُور) x2; {ntavarato (ٱنتَثَرَتْ) x1,"N: 33%, ADJ: 33%",482,,3,0.667,,False,0,rare (3 occ.)
fln,فلن,1,1,fulaAn (فُلَان) x1,N: 100%,300,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
rtl,رتل,4,2,rat~alo (رَتَّلْ) x2; tarotiyl (تَرْتِيل) x2,"V: 50%, N: 50%",4,"Revelation, Speech & Disbelief",2,1.0,qrA (قرا) x2,False,1,"rare (4 occ.); in named cluster: Revelation, Speech & Disbelief"
fsr,فسر,1,1,tafosiyr (تَفْسِير) x1,N: 100%,311,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
rss,رسس,2,1,r~as~ (رَّسّ) x2,N: 100%,0,The Believers' Reward,2,1.0,SHb (صحب) x2,False,1,noun-only; rare (2 occ.); in named cluster: The Believers' Reward
mrj,مرج,6,4,maraja (مَرَجَ) x2; marojaAn (مَرْجَان) x2; m~ariyj (مَّرِيج) x1,"N: 50%, V: 33%",7,Sea-Rescue / Bounty / Gratitude,3,0.333,bHr (بحر) x2,False,1,in named cluster: Sea-Rescue / Bounty / Gratitude
frt,فرت,3,1,furaAt (فُرَات) x3,ADJ: 100%,76,,3,1.0,Ajj (اجج) x2; E*b (عذب) x2; bHr (بحر) x2; jEl (جعل) x2; mlH (ملح) x2,False,4,rare (3 occ.)
mlH,ملح,2,1,miloH (مِلْح) x2,N: 100%,76,,2,1.0,Ajj (اجج) x2; E*b (عذب) x2; bHr (بحر) x2; frt (فرت) x2,False,3,noun-only; rare (2 occ.)
Ajj,اجج,3,1,>ujaAj (أُجَاج) x3,N: 100%,76,,3,1.0,E*b (عذب) x2; bHr (بحر) x2; frt (فرت) x2; jEl (جعل) x2; mlH (ملح) x2,False,4,noun-only; rare (3 occ.)
srj,سرج,4,1,siraAj (سِرَاج) x4,N: 100%,24,,4,0.75,jEl (جعل) x3; nwr (نور) x3; qmr (قمر) x2,False,3,noun-only; rare (4 occ.)
EbA,عبا,1,1,yaEoba&uA@ (يَعْبَؤُا@) x1,V: 100%,118,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
xDE,خضع,2,2,xa`DiEiyn (خَٰضِعِين) x1; taxoDaEo (تَخْضَعْ) x1,"N: 50%, V: 50%",632,,2,0.5,,False,0,rare (2 occ.)
Dyr,ضير,1,1,Dayor (ضَيْر) x1,N: 100%,112,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$r*m,شرذم,1,1,$iro*imap (شِرْذِمَة) x1,N: 100%,29,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Twd,طود,1,1,T~awod (طَّوْد) x1,N: 100%,235,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
kbkb,كبكب,1,1,kubokibu (كُبْكِبُ) x1,V: 100%,392,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
$Hn,شحن,3,1,ma$oHuwn (مَشْحُون) x3,N: 100%,7,Sea-Rescue / Bounty / Gratitude,3,1.0,flk (فلك) x3,False,1,noun-only; rare (3 occ.); in named cluster: Sea-Rescue / Bounty / Gratitude
ryE,ريع,1,1,riyE (رِيع) x1,N: 100%,550,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
frh,فره,1,1,fa`rihiyn (فَٰرِهِين) x1,N: 100%,308,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qly,قلي,2,2,qaAliyn (قَالِين) x1; qalaY` (قَلَىٰ) x1,"N: 50%, V: 50%",506,,2,1.0,,False,0,rare (2 occ.)
hym,هيم,2,2,yahiymu (يَهِيمُ) x1; hiym (هِيم) x1,"V: 50%, N: 50%",352,,2,1.0,,False,0,rare (2 occ.)
wzE,وزع,5,2,yuwzaEu (يُوزَعُ) x3; >awoziEo (أَوْزِعْ) x2,V: 100%,57,,3,1.0,H$r (حشر) x3; Ans (انس) x2; $kr (شكر) x2; Eml (عمل) x2; SlH (صلح) x2,True,7,verb-only; rare (5 occ.); high Meccan concentration; bridge (7 clusters)
HTm,حطم,6,3,HuTa`m (حُطَٰم) x3; HuTamap (حُطَمَة) x2; yaHoTima (يَحْطِمَ) x1,"N: 83%, V: 17%",164,,5,0.833,Alh (اله) x2; Sfr (صفر) x2; hyj (هيج) x2; jEl (جعل) x2; rAy (راي) x2,False,4,
bsm,بسم,1,1,tabas~ama (تَبَسَّمَ) x1,V: 100%,261,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
hdhd,هدهد,1,1,hudohud (هُدْهُد) x1,N: 100%,339,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
xbA,خبا,1,1,xabo' (خَبْء) x1,N: 100%,635,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Efr,عفر,1,1,Eiforiyt (عِفْرِيت) x1,N: 100%,124,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
SrH,صرح,4,1,SaroH (صَرْح) x4,N: 100%,4,"Revelation, Speech & Disbelief",3,1.0,qwl (قول) x3; Alh (اله) x2; Elm (علم) x2,False,2,"noun-only; rare (4 occ.); in named cluster: Revelation, Speech & Disbelief"
Hdq,حدق,3,1,HadaA^}iq (حَدَا^ئِق) x3,N: 100%,168,,3,1.0,,False,0,noun-only; rare (3 occ.)
Hjz,حجز,2,2,HaAjiz (حَاجِز) x1; Ha`jiziyn (حَٰجِزِين) x1,"N: 50%, ADJ: 50%",173,,2,1.0,,False,0,rare (2 occ.)
fwj,فوج,5,1,fawoj (فَوْج) x5,N: 100%,43,Divine Will & Dominion,5,0.8,kll (كلل) x2; ywm (يوم) x2; Aty (اتي) x2,False,3,noun-only; rare (5 occ.); in named cluster: Divine Will & Dominion
jmd,جمد,1,1,jaAmidap (جَامِدَة) x1,N: 100%,371,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
tqn,تقن,1,1,>atoqana (أَتْقَنَ) x1,V: 100%,591,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
kbb,كبب,2,2,kub~ato (كُبَّتْ) x1; mukib~ (مُكِبّ) x1,"V: 50%, N: 50%",17,Bodily Purity & Prayer,2,1.0,wjh (وجه) x2,False,1,rare (2 occ.); in named cluster: Bodily Purity & Prayer
wkz,وكز,1,1,wakaza (وَكَزَ) x1,V: 100%,621,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
*wd,ذود,1,1,ta*uwda (تَذُودَ) x1,V: 100%,61,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
j*w,جذو,1,1,ja*owap (جَذْوَة) x1,N: 100%,357,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$TA,شطا,2,2,$a`Ti} (شَٰطِئ) x1; $aTo_# (شَطْـ#) x1,N: 100%,8,Allegiance & the Object of Worship,2,0.5,Alh (اله) x2,False,1,noun-only; rare (2 occ.); in named cluster: Allegiance & the Object of Worship
bqE,بقع,1,1,buqoEap (بُقْعَة) x1,N: 100%,255,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
fSH,فصح,1,1,>afoSaH (أَفْصَح) x1,N: 100%,294,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
rdA,ردا,1,1,rido' (رِدْء) x1,N: 100%,527,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qbH,قبح,1,1,maqobuwHiyn (مَقْبُوحِين) x1,N: 100%,501,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
srmd,سرمد,2,1,saromad (سَرْمَد) x2,N: 100%,24,,1,1.0,Alh (اله) x2; Aty (اتي) x2; gyr (غير) x2; jEl (جعل) x2; lyl (ليل) x2,True,7,noun-only; rare (2 occ.); bridge (7 clusters); confined to 1 surah
nwA,نوا,1,1,tanuw^>u (تَنُو^أُ) x1,V: 100%,484,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
Enkb,عنكب,2,1,Eankabuwt (عَنكَبُوت) x2,N: 100%,136,,1,1.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
xTT,خطط,1,1,taxuT~u (تَخُطُّ) x1,V: 100%,634,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
rwD,روض,2,2,rawoDap (رَوْضَة) x1; rawoDaAt (رَوْضَات) x1,N: 100%,0,The Believers' Reward,2,1.0,Amn (امن) x2; Eml (عمل) x2; SlH (صلح) x2,False,1,noun-only; rare (2 occ.); in named cluster: The Believers' Reward
msw,مسو,1,1,tumosu (تُمْسُ) x1,V: 100%,445,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
SEr,صعر,1,1,tuSaE~iro (تُصَعِّرْ) x1,V: 100%,204,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
xdd,خدد,2,2,xad~ (خَدّ) x1; >uxoduwd (أُخْدُود) x1,N: 100%,640,,2,1.0,,False,0,noun-only; rare (2 occ.)
sbg,سبغ,2,2,>asobaga (أَسْبَغَ) x1; sa`biga`t (سَٰبِغَٰت) x1,"V: 50%, N: 50%",557,,2,1.0,,False,0,rare (2 occ.)
xtr,ختر,1,1,xat~aAr (خَتَّار) x1,ADJ: 100%,648,,1,1.0,,False,0,single occurrence; confined to 1 surah
mhn,مهن,4,1,m~ahiyn (مَّهِين) x4,"ADJ: 75%, N: 25%",17,Bodily Purity & Prayer,4,1.0,mwh (موه) x2,False,1,rare (4 occ.); in named cluster: Bodily Purity & Prayer
jfw,جفو,1,1,tatajaAfaY` (تَتَجَافَىٰ) x1,V: 100%,365,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
jwf,جوف,1,1,jawof (جَوْف) x1,N: 100%,384,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hnjr,حنجر,2,1,HanaAjir (حَنَاجِر) x2,N: 100%,28,,2,0.5,qlb (قلب) x2,False,1,noun-only; rare (2 occ.)
Ewq,عوق,1,1,muEaw~iqiyn (مُعَوِّقِين) x1,N: 100%,150,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
slq,سلق,1,1,salaqu (سَلَقُ) x1,V: 100%,573,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
nHb,نحب,1,1,naHob (نَحْب) x1,N: 100%,457,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
SyS,صيص,1,1,SayaASiy (صَيَاصِي) x1,N: 100%,225,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
wTr,وطر,2,1,waTar (وَطَر) x2,N: 100%,610,,1,0.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
mzq,مزق,4,2,muz~iqo (مُزِّقْ) x2; mumaz~aq (مُمَزَّق) x2,"V: 50%, N: 50%",43,Divine Will & Dominion,1,1.0,kll (كلل) x2; qwl (قول) x2,False,2,rare (4 occ.); in named cluster: Divine Will & Dominion; confined to 1 surah
srd,سرد,1,1,s~arod (سَّرْد) x1,N: 100%,582,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
jfn,جفن,1,1,jifaAn (جِفَان) x1,N: 100%,364,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Erm,عرم,1,1,Earim (عَرِم) x1,N: 100%,141,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
xmT,خمط,1,1,xamoT (خَمْط) x1,ADJ: 100%,642,,1,1.0,,False,0,single occurrence; confined to 1 surah
Avl,اثل,1,1,>avol (أَثْل) x1,N: 100%,89,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
sdr,سدر,4,2,sidor (سِدْر) x2; sidorap (سِدْرَة) x2,N: 100%,558,,3,1.0,,False,0,noun-only; rare (4 occ.)
nw$,نوش,1,1,t~anaAwu$ (تَّنَاوُش) x1,N: 100%,483,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
qTmr,قطمر,1,1,qiTomiyr (قِطْمِير) x1,N: 100%,500,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
lgb,لغب,2,1,l~uguwb (لُّغُوب) x2,N: 100%,34,,2,1.0,mss (مسس) x2,False,1,noun-only; rare (2 occ.)
qmH,قمح,1,1,m~uqomaHuwn (مُّقْمَحُون) x1,N: 100%,508,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Erjn,عرجن,1,1,Eurojuwn (عُرْجُون) x1,N: 100%,140,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
jdv,جدث,3,1,>ajodaAv (أَجْدَاث) x3,N: 100%,75,Witnessing the Visible Sign,3,1.0,xrj (خرج) x2,False,1,noun-only; rare (3 occ.); in named cluster: Witnessing the Visible Sign
$gl,شغل,2,2,$ugul (شُغُل) x1; $agalato (شَغَلَتْ) x1,"N: 50%, V: 50%",16,,2,0.5,,False,0,rare (2 occ.)
msx,مسخ,1,1,masaxo (مَسَخْ) x1,V: 100%,446,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
rmm,رمم,2,1,ramiym (رَمِيم) x2,N: 100%,540,,2,1.0,,False,0,noun-only; rare (2 occ.)
zjr,زجر,6,5,zajorap (زَجْرَة) x2; z~a`jira`t (زَّٰجِرَٰت) x1; zajor (زَجْر) x1,"N: 83%, V: 17%",19,Household Law & Lineage,3,1.0,wHd (وحد) x2,False,1,high Meccan concentration; in named cluster: Household Law & Lineage
vqb,ثقب,2,1,vaAqib (ثَاقِب) x2,"N: 50%, ADJ: 50%",598,,2,1.0,,False,0,rare (2 occ.)
lzb,لزب,1,1,l~aAzib (لَّازِب) x1,N: 100%,432,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
kAs,كاس,6,1,ka>os (كَأْس) x6,N: 100%,390,,5,0.667,Eyn (عين) x2; kwn (كون) x2; mzj (مزج) x2,False,3,noun-only
l**,لذذ,3,2,la*~ap (لَذَّة) x2; tala*~u (تَلَذُّ) x1,"ADJ: 67%, V: 33%",31,,3,0.667,$rb (شرب) x2; xld (خلد) x2,False,2,rare (3 occ.)
gwl,غول,1,1,gawol (غَوْل) x1,N: 100%,330,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
nzf,نزف,2,1,yunzafu (يُنزَفُ) x2,V: 100%,490,,2,1.0,,False,0,verb-only; rare (2 occ.)
zqm,زقم,3,1,zaq~uwm (زَقُّوم) x3,PN: 100%,20,,3,1.0,$jr (شجر) x3,False,1,proper-noun-only; rare (3 occ.)
$wb,شوب,1,1,$awob (شَوْب) x1,N: 100%,39,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
sqm,سقم,2,1,saqiym (سَقِيم) x2,N: 100%,579,,1,1.0,,False,0,noun-only; rare (2 occ.); confined to 1 surah
rwg,روغ,3,1,raAga (رَاغَ) x3,V: 100%,547,,2,1.0,,False,0,verb-only; rare (3 occ.)
zff,زفف,1,1,yazif~u (يَزِفُّ) x1,V: 100%,656,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
tll,تلل,1,1,tal~a (تَلَّ) x1,V: 100%,590,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
jbn,جبن,1,1,jabiyn (جَبِين) x1,N: 100%,360,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Abq,ابق,1,1,>abaqa (أَبَقَ) x1,V: 100%,70,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
shm,سهم,1,1,saAhama (سَاهَمَ) x1,V: 100%,564,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
lqm,لقم,1,1,{lotaqama (ٱلْتَقَمَ) x1,V: 100%,428,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
swH,سوح,1,1,saAHat (سَاحَت) x1,N: 100%,584,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
lwt,لوت,1,1,laAta (لَاتَ) x1,V: 100%,430,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
nwS,نوص,1,1,manaAS (مَنَاص) x1,N: 100%,485,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
wtd,وتد,3,1,>awotaAd (أَوْتَاد) x3,N: 100%,628,,3,1.0,,False,0,noun-only; rare (3 occ.)
qTT,قطط,1,1,qiT~ (قِطّ) x1,N: 100%,499,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
nEj,نعج,4,1,naEojap (نَعْجَة) x4,N: 100%,4,"Revelation, Speech & Disbelief",1,1.0,qwl (قول) x2,False,1,"noun-only; rare (4 occ.); in named cluster: Revelation, Speech & Disbelief; confined to 1 surah"
Sfn,صفن,1,1,S~a`fina`t (صَّٰفِنَٰت) x1,N: 100%,210,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
jwd,جود,1,1,jiyaAd (جِيَاد) x1,ADJ: 100%,383,,1,1.0,,False,0,single occurrence; confined to 1 surah
rxw,رخو,1,1,ruxaA^' (رُخَا^ء) x1,N: 100%,548,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
Hnv,حنث,2,2,taHonavo (تَحْنَثْ) x1; Hinv (حِنث) x1,"V: 50%, N: 50%",180,,2,1.0,,False,0,rare (2 occ.)
qHm,قحم,2,2,m~uqotaHim (مُّقْتَحِم) x1; {qotaHama (ٱقْتَحَمَ) x1,"N: 50%, V: 50%",496,,2,1.0,,False,0,rare (2 occ.)
kwr,كور,3,1,kuw~irato (كُوِّرَتْ) x3,V: 100%,24,,2,1.0,$ms (شمس) x2,False,1,verb-only; rare (3 occ.)
hyj,هيج,2,1,yahiyju (يَهِيجُ) x2,V: 100%,164,,2,0.5,Alh (اله) x2; HTm (حطم) x2; Sfr (صفر) x2; rAy (راي) x2,False,3,verb-only; rare (2 occ.)
q$Er,قشعر,1,1,taqo$aEir~u (تَقْشَعِرُّ) x1,V: 100%,491,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
$ks,شكس,1,1,muta$a`kisuwn (مُتَشَٰكِسُون) x1,N: 100%,22,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
$mz,شمز,1,1,{$oma>az~ato (ٱشْمَأَزَّتْ) x1,V: 100%,27,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
zmr,زمر,2,1,zumar (زُمَر) x2,N: 100%,586,,1,1.0,bwb (بوب) x2; ftH (فتح) x2; jyA (جيا) x2; qwl (قول) x2; rbb (ربب) x2,False,3,noun-only; rare (2 occ.); confined to 1 surah
Azf,ازف,3,2,'aAzifap (ءَازِفَة) x2; >azifati (أَزِفَتِ) x1,"N: 67%, V: 33%",99,,2,1.0,,False,0,rare (3 occ.)
fwD,فوض,1,1,>ufaw~iDu (أُفَوِّضُ) x1,V: 100%,315,,1,1.0,,False,0,verb-only; single occurrence; confined to 1 surah
slsl,سلسل,3,1,silosilap (سِلْسِلَة) x3,N: 100%,137,,3,0.667,gll (غلل) x2,False,1,noun-only; rare (3 occ.)
sjr,سجر,3,3,yusojaru (يُسْجَرُ) x1; masojuwr (مَسْجُور) x1; suj~irato (سُجِّرَتْ) x1,"V: 67%, N: 33%",7,Sea-Rescue / Bounty / Gratitude,3,1.0,bHr (بحر) x2,False,1,rare (3 occ.); in named cluster: Sea-Rescue / Bounty / Gratitude
dxn,دخن,2,1,duxaAn (دُخَان) x2,N: 100%,1,,2,1.0,Aty (اتي) x2; smw (سمو) x2,False,2,noun-only; rare (2 occ.)
SrSr,صرصر,3,1,SaroSar (صَرْصَر) x3,ADJ: 100%,220,,3,1.0,rwH (روح) x3; nHs (نحس) x2; rsl (رسل) x2; ywm (يوم) x2,False,4,rare (3 occ.)
nHs,نحس,3,3,n~aHisaAt (نَّحِسَات) x1; naHos (نَحْس) x1; nuHaAs (نُحَاس) x1,"N: 67%, ADJ: 33%",220,,3,0.667,rsl (رسل) x3; SrSr (صرصر) x2; nSr (نصر) x2; rwH (روح) x2; ywm (يوم) x2,True,5,rare (3 occ.); bridge (5 clusters)
qyD,قيض,2,1,qay~aDo (قَيَّضْ) x2,V: 100%,4,"Revelation, Speech & Disbelief",2,1.0,qrn (قرن) x2,False,1,"verb-only; rare (2 occ.); in named cluster: Revelation, Speech & Disbelief"
kmm,كمم,2,1,>akomaAm (أَكْمَام) x2,N: 100%,402,,2,0.5,,False,0,noun-only; rare (2 occ.)
Afq,افق,3,1,>ufuq (أُفُق) x3,N: 100%,75,Witnessing the Visible Sign,3,1.0,byn (بين) x2; rAy (راي) x2,False,2,noun-only; rare (3 occ.); in named cluster: Witnessing the Visible Sign
rkd,ركد,1,1,rawaAkid (رَوَاكِد) x1,N: 100%,536,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
kwb,كوب,4,1,>akowaAb (أَكْوَاب) x4,N: 100%,151,,4,0.75,Eyn (عين) x2; Twf (طوف) x2,False,2,noun-only; rare (4 occ.)
brm,برم,2,2,>aboramu (أَبْرَمُ) x1; muborimuwn (مُبْرِمُون) x1,"V: 50%, N: 50%",258,,1,1.0,,False,0,rare (2 occ.); confined to 1 surah
rhw,رهو,1,1,rahow (رَهْو) x1,N: 100%,533,,1,1.0,,False,0,noun-only; single occurrence; confined to 1 surah
